index,Area,Branch,Address,lat,lng
223,동작구,숭실대입구역,서울특별시 동작구 상도로 354 (상도동),37.4968346,126.9527123
224,동작구,중앙대,서울특별시 동작구 흑석로 75-1 (흑석동),37.5069327,126.9581247
225,동작구,신대방삼거리역,서울특별시 동작구 상도로 102 (상도동),37.4999142,126.9317661
226,동작구,노량진역,서울특별시 동작구 노량진로 134 (노량진동),37.5125966,126.9471441
227,동작구,이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이),37.4843975,126.9804278
228,동작구,보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",37.4920496,126.9234976
229,동작구,상도역,서울특별시 동작구 상도로37길 1 (상도1동),37.5005225,126.9506584
230,동작구,남성역,서울특별시 동작구 사당로 219 (사당동),37.4841211,126.9726489
231,동작구,노량진동,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",37.5131423,126.9465461
232,마포구,망원한강공원,서울특별시 마포구 마포나루길 435 (망원동),37.5604025,126.9029565
233,마포구,합정푸르지오,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",37.5510197,126.9118255
234,마포구,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동),37.5567531,126.9246749
235,마포구,디지털미디어시티역,서울특별시 마포구 성암로 179 (상암동),37.5760678,126.8986082
236,마포구,아현역대로,서울특별시 마포구 신촌로 262 (아현동),37.5570273,126.9548041
237,마포구,합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",37.5499443,126.9137027
238,마포구,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,37.542371,126.953362
239,마포구,망원역,서울특별시 마포구 월드컵로 74 (서교동),37.5557302,126.9106996
240,마포구,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동),37.5487686,126.9250204
241,마포구,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,37.5413152,126.9489731
242,마포구,마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",37.5404326,126.9463602
243,마포구,상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",37.5773051,126.8906358
244,마포구,애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",37.5521804,126.9554999
245,마포구,동교,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",37.5568127,126.9199477
246,마포구,홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",37.5571739,126.923614
247,마포구,상암MBC,서울특별시 마포구 성암로 267 (상암동),37.5740931,126.9035854
248,마포구,서강대,서울특별시 마포구 백범로 23 (신수동),37.5494638,126.9400348
249,마포구,공덕오거리,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,37.5426483,126.9505562
250,마포구,상수역,서울특별시 마포구 독막로 88 (상수동),37.5489856,126.9240226
251,마포구,상암디지털큐브,서울특별시 마포구 상암산로 34,37.5784516,126.8915392
252,마포구,신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동),37.555138,126.9346633
253,마포구,상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동),37.5806359,126.88893
254,마포구,서교동사거리,서울특별시 마포구 양화로 105 (서교동),37.5533761,126.9185644
255,마포구,서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동),37.5528171,126.9466385
256,마포구,합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",37.5495927,126.9121968
257,마포구,서강광흥창역,서울특별시 마포구 서강로 69 (창전동),37.5493766,126.9316559
258,마포구,마포염리,서울특별시 마포구 독막로 311 (염리동),37.5438755,126.9476798
259,마포구,홍대공항철도역,서울특별시 마포구 양화로 178 (동교동),37.557008,126.9290252
260,마포구,합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",37.5499443,126.9137027
261,마포구,공덕,서울특별시 마포구 마포대로 130 (공덕동),37.5500158,126.9534217
262,마포구,마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동),37.5539707,126.950408
263,마포구,홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동),37.5546884,126.9202895
264,마포구,마포용강동,서울특별시 마포구 토정로 295 (용강동),37.5411857,126.9422092
265,마포구,상암YTN,서울특별시 마포구 상암산로 76 (상암동),37.574647,126.8887201
266,마포구,서강대프라자,서울특별시 마포구 백범로 35 (신수동),37.5482918,126.9396564
267,서대문구,현대신촌,서울특별시 서대문구 신촌로 83 (창천동),37.5594444,126.9363032
268,서대문구,북가좌DT,서울특별시 서대문구 응암로 85 (북가좌동),37.5809257,126.9117019
269,서대문구,충정타워,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",37.560055,126.963672
270,서대문구,신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",37.5577614,126.9381244
271,서대문구,연대동문,서울특별시 서대문구 성산로 565 (대신동),37.5677894,126.9488821
272,서대문구,충정로역,서울특별시 서대문구 충정로 23,37.5611393,126.9629482
